WB_ID,WB_KEY,WB_UPDATED,WB_STATUS,WB_TITLE,WB_GUESS1,WB_GUESS2,WB_GUESS3,WB_SCORE,NAME,NAME_LOCAL,NAME_ALT,WOE_NAME,GN_NAME,REGION
naturalEarth.4541,Khánh Hòa|Vietnam,7/21/2014 16:52:01,V,Khánh Hòa Province,Khánh Hòa Province,Khatoco Khánh Hòa F.C.,Sanna Khanh Hoa F.C.,12.65999999,Khánh Hòa,,Khanh Hoa,Khánh Hòa,Tinh Khanh Hoa,Nam Trung Bộ
naturalEarth.564,Nana-Grébizi|Central African Republic,7/21/2014 16:47:47,V,Nana-Grébizi,Nana-Grébizi,Tableau économique,Revue économique,12.65069118,Nana-Grébizi,,Nana-Gribingui|Gribingui|Gribingui-Économique|Ibingui|Nana Gribizi,Nana-Grébizi,Prefecture de la Nana-Grebizi,
naturalEarth.2940,Osun|Nigeria,7/21/2014 16:50:26,V,Osun State,Osun State,Nigerian National Assembly delegation from Osun,Oshun,12.6421713,Osun,,,Osun,Osun State,
naturalEarth.3165,Ifugao|Philippines,7/21/2014 16:50:39,V,Ifugao,Ifugao,Igorot people,Ifugao language,12.63808821,Ifugao,,,Ifugao,Province of Ifugao,Cordillera Administrative Region (CAR)
naturalEarth.3527,North Darfur|Sudan,7/21/2014 16:51:06,V,North Darfur,North Darfur,Ash Shamaliyah,Al Bunayyat ash Shamaliyah,12.63529821,North Darfur,,North Darfur|Darfur ash Shamaliyah|Shamal Darfur|Darfur septentrional,North Darfur,Northern Darfur State,Darfur
naturalEarth.3389,Salaj|Romania,7/21/2014 16:50:50,V,Sălaj County,Sălaj County,Salaj Anbar,Đuro Salaj,12.63232021,Salaj,,Sălaj,Salaj,Judetul Salaj,
naturalEarth.2892,Selangor|Malaysia,7/21/2014 16:50:25,V,Selangor,Selangor,Selangor FA,List of post-nominal letters (Selangor),12.63088447,Selangor,,Selangor Darul Ehsan,Selangor,Selangor,
naturalEarth.365,Grad Sofiya|Bulgaria,7/21/2014 16:47:35,V,Sofia,Sofia,Postal codes in Bulgaria,Zervi,12.62722362,Grad Sofiya,София-град,,Grad Sofiya,Sofiya-Grad,
naturalEarth.2828,Guidimaka|Mauritania,7/21/2014 16:50:23,V,Guidimaka Region,Guidimaka Region,Magha,"Agha, Iran",12.62149484,Guidimaka,,Guidimagha|Guidimakha,Guidimaka,Guidimaka,
naturalEarth.2883,Perak|Malaysia,7/21/2014 16:50:24,V,Perak,Perak,Perak FA,List of post-nominal letters (Perak),12.61761275,Perak,,Perak Darul Ridzuan,Perak,Perak,
naturalEarth.2948,Ebonyi|Nigeria,7/21/2014 16:50:26,V,Ebonyi State,Ebonyi State,Nigerian National Assembly delegation from Ebonyi,"Ebonyi, Ebonyi State",12.6114618,Ebonyi,,,Ebonyi,Ebonyi State,
naturalEarth.3538,Warap|S. Sudan,7/21/2014 16:51:07,V,Warrap (state),Warrap (state),Warraber Island Airport,Warrap,12.61064137,Warap,,Warab|Warrab,Warap,Warrap State,Bahr al Ghazal
naturalEarth.4206,Yunlin|Taiwan,7/21/2014 16:51:45,V,Yunlin County,Yunlin County,Examination Yuan,Forecasting complexity,12.60028359,Yunlin,,Yüanlin,Yunlin County,Yunlin,Taiwan Province
naturalEarth.449,City of Minsk|Belarus,7/21/2014 16:47:41,V,Minsk,Minsk,Minsk Passazhirsky railway station,Minsk-1 Airport,12.59708908,City of Minsk,Horad Minsk,Минск|Минская Область|Minsk Oblast|Minskaya Voblasts',Minsk,Horad Minsk,
naturalEarth.3016,Nord-Trøndelag|Norway,7/21/2014 16:50:31,V,Nord-Trøndelag,Nord-Trøndelag,Gert Fylking,Norður-Þingeyjarsýsla,12.59296887,Nord-Trøndelag,,Nord-Troendelag fylke|Nordre Trondhjem|Norður-Þrændalög,Nord-Trøndelag,Nord-Trondelag Fylke,
naturalEarth.2208,Xiangkhoang|Laos,7/21/2014 16:49:49,V,Xiangkhouang Province,Xiangkhouang Province,Xiangkhoang Plateau,Xieng Khouang Airport,12.57763293,Xiangkhoang,,Xiang Khouang|Xieng Khouang|Xiengkhuang|Xieng Khwang,Xiangkhoang,Xiangkhouang,
naturalEarth.4546,Tiền Giang|Vietnam,7/21/2014 16:52:01,V,Tiền Giang Province,Tiền Giang Province,Tiền Giang F.C.,Sơn Tinh – Thủy Tinh,12.56934068,Tiền Giang,,Tien Giang,Tien Giang,Tinh Tien Giang,đồng bằng sông Cửu Long
naturalEarth.678,Extrême-Nord|Cameroon,7/21/2014 16:47:56,V,Far North Region (Cameroon),Far North Region (Cameroon),Extreme North (Russia),Extreme points of North America,12.56113918,Extrême-Nord,,Extreme-North,Extrême-Nord,Far North Region,
naturalEarth.1221,Ngounié|Gabon,7/21/2014 16:48:40,V,Ngounié Province,Ngounié Province,Ngounie River,Haute École de la Province de Liège,12.55596656,Ngounié,,N'Gounié,Ngounié,Province de la Ngounie,
naturalEarth.452,Cayo|Belize,7/21/2014 16:47:41,V,Cayo District,Cayo District,Cayo (film),Cayo Hundred,12.52545455,Cayo,,,Cayo,Cayo District,
naturalEarth.2575,Guerrero|Mexico,7/21/2014 16:50:08,V,Guerrero,Guerrero,Paolo Guerrero,Julen Guerrero,12.52260092,Guerrero,,,Guerrero,Estado de Guerrero,
naturalEarth.3478,Dagestan|Russia,7/21/2014 16:51:00,V,Dagestan,Dagestan,Uytash Airport,Dagestankaya Pravda,12.48797771,Dagestan,Республика Дагестан,Dagestanskaya A.S.S.R.|Daghestan|Republic of Dagestan|Respublika Dagestan|Dagistan,Dagestan,Respublika Dagestan,Volga
naturalEarth.3940,Logone Oriental|Chad,7/21/2014 16:51:28,V,Logone Oriental Region,Logone Oriental Region,Logone Oriental Prefecture,,12.48655561,Logone Oriental,,Logone-Oriental,Logone Oriental,Logone Oriental Region,
naturalEarth.211,Cəbrayıl|Azerbaijan,7/21/2014 16:47:28,V,Jabrayil District,Jabrayil District,Azerbaijani alphabet,Cəbrayil,12.48596542,Cəbrayıl,,Jabrayil,Cabrayil,Cabrayil Rayonu,Yukhari Garabakh Economic Region
naturalEarth.3287,West New Britain|Papua New Guinea,7/21/2014 16:50:44,V,West New Britain Province,West New Britain Province,Cidade Ocidental,Seridó Ocidental,12.44472586,West New Britain,,Nova Bretanha Ocidental|Nuova Britannia Occidentale,West New Britain,West New Britain Province,
naturalEarth.173,New South Wales|Australia,7/21/2014 16:47:26,V,New South Wales,New South Wales,Government of New South Wales,New South Wales rugby league team,12.43372467,New South Wales,,,New South Wales,State of New South Wales,
naturalEarth.3280,East New Britain|Papua New Guinea,7/21/2014 16:50:43,V,East New Britain Province,East New Britain Province,Pilar da Bretanha,Ajuda da Bretanha,12.43326246,East New Britain,,Nova Bretanha Oriental|Nuova Britannia Orientale,East New Britain,East New Britain Province,
naturalEarth.176,Queensland|Australia,7/21/2014 16:47:26,V,Queensland,Queensland,Government of Queensland,Queensland rugby league team,12.42029297,Queensland,,,Queensland,State of Queensland,
naturalEarth.4542,Lâm Đồng|Vietnam,7/21/2014 16:52:01,V,Lâm Đồng Province,Lâm Đồng Province,Lam Dong F.C.,Sơn Tinh – Thủy Tinh,12.41943414,Lâm Đồng,,Lam Dong,Lâm Đồng,Tinh Lam Dong,Tây Nguyên
naturalEarth.3277,Western Highlands|Papua New Guinea,7/21/2014 16:50:43,V,Western Highlands Province,Western Highlands Province,Planalto,Western Highlands,12.39526463,Western Highlands,,Planalto Ocidental,Western Highlands,Western Highlands Province,
naturalEarth.1713,Aceh|Indonesia,7/21/2014 16:49:07,V,Aceh,Aceh,Aceh Museum,Achin District,12.39283469,Aceh,,Achin|Atjeh|Nanggroe Aceh Darussalam,Aceh,Nanggroe Aceh Darussalam Province,
naturalEarth.2934,Kwara|Nigeria,7/21/2014 16:50:26,V,Kwara State,Kwara State,Kwara,Nigerian National Assembly delegation from Kwara,12.37279416,Kwara,,,Kwara,Kwara State,
naturalEarth.841,Sachsen|Germany,7/21/2014 16:48:06,V,Saxony,Saxony,Kingdom of Saxony,Electorate of Saxony,12.37206592,Sachsen,,Saxony,Sachsen,Freistaat Sachsen,
naturalEarth.1767,Uttar Pradesh|India,7/21/2014 16:49:13,V,Uttar Pradesh,Uttar Pradesh,Dutch Republic,United Provinces of Agra and Oudh,12.36751505,Uttar Pradesh,,United Provinces,Uttar Pradesh,State of Uttar Pradesh,Central
naturalEarth.2893,Trengganu|Malaysia,7/21/2014 16:50:25,V,Terengganu,Terengganu,Kuala Terengganu,Terengganu FA,12.36689334,Trengganu,,Terengganu Darul Iman,Trengganu,Terengganu,
naturalEarth.1085,Harari People|Ethiopia,7/21/2014 16:48:28,V,Harari Region,Harari Region,Harari language,Frederick Harer,12.366765,Harari People,,Harari|Harer|Hareri Hizb,Harari People,Harari Region,
naturalEarth.187,Wien|Austria,7/21/2014 16:47:27,V,Vienna,Vienna,Wien (river),Wien Westbahnhof railway station,12.36186568,Wien,,Vienna|Viena,Wien,Wien,
naturalEarth.999,Gash Barka|Eritrea,7/21/2014 16:48:21,V,Gash-Barka Region,Gash-Barka Region,Gash-Setit,Barkas,12.35330443,Gash Barka,,Gash-Barka|al-Qash wa-Barka|Debubawi Gash Barka,Gash Barka,Gash-Barka Region,
naturalEarth.4217,Kagera|United Republic of Tanzania,7/21/2014 16:51:45,V,Kagera Region,Kagera Region,Kagera River,Kagera,12.35254904,Kagera,,,Kagera,Kagera Region,
naturalEarth.3884,Sint Maarten|Sint Maarten,7/21/2014 16:51:26,V,Sint Maarten,Sint Maarten,Princess Juliana International Airport,Saint Martin,12.34167711,Sint Maarten,,,St. Maarten,,
naturalEarth.285,Brussels|Belgium,7/21/2014 16:47:30,V,Brussels,Brussels,Parliament of the Brussels-Capital Region,The Hotel Brussels,12.33428754,Brussels,,Bruselas|Brussel Hoofstadt|Brusselse Hoofdstedelijke Gewest|Brüssel|Bruxelas|Région de Bruxelles-Capitale,Brussels,(Bruxelles-Capitale),Capital Region
naturalEarth.136,Ciudad de Buenos Aires|Argentina,7/21/2014 16:47:23,V,Buenos Aires,Buenos Aires,Pichincha (Buenos Aires Metro),Boedo (Buenos Aires Metro),12.32350216,Ciudad de Buenos Aires,,BUENOS AIRES D.F.|Capital Federal|Distretto Federale|Distrito Federal|Federal Capital,Ciudad de Buenos Aires,Ciudad Autonoma de Buenos Aires,
naturalEarth.322,Kadiogo|Burkina Faso,7/21/2014 16:47:32,V,Kadiogo Province,Kadiogo Province,Rail Club du Kadiogo,,12.31333336,Kadiogo,,,Kadiogo,Kadiogo Province,Centre
naturalEarth.2952,Nassarawa|Nigeria,7/21/2014 16:50:27,V,Nasarawa State,Nasarawa State,"Nasarawa, Kano State",,12.31333336,Nassarawa,,,Nassarawa,Nassarawa State,
naturalEarth.2211,Oudômxai|Laos,7/21/2014 16:49:49,V,Oudomxay Province,Oudomxay Province,Oudomsay Airport,Roman Catholic Diocese of Xai-Xai,12.31248132,Oudômxai,,Oudomsai|Oudomsay|Oudomxay|UdomXay,Oudômxai,Khoueng Oudomxai,
naturalEarth.3540,East Equatoria|S. Sudan,7/21/2014 16:51:07,V,Eastern Equatoria,Eastern Equatoria,Al Sharq,Sharq al Jazeera,12.29839396,East Equatoria,,Al Istiwā'īyah ash Sharqīyah| Sharq al Istiwā'īyah| Équatoria oriental,East Equatoria,Eastern Equatoria,Equatoria
naturalEarth.1736,Riau|Indonesia,7/21/2014 16:49:09,V,Riau,Riau,Rudy Riou,Nahit,12.29153008,Riau,,Rhio|Riou|Riouw,Riau,Provinsi Riau,
naturalEarth.4576,Sanma|Vanuatu,7/21/2014 16:52:03,V,Sanma Province,Sanma Province,Sanma Akashiya,Pacific saury,12.28,Sanma,,,Sanma,Sanma Province,
naturalEarth.689,Orientale|Democratic Republic of the Congo,7/21/2014 16:47:57,V,Orientale Province,Orientale Province,Mare Orientale,Zaire,12.26437265,Orientale,,Haut-Zaire|Haut-ZaïreUpper Zaire,Orientale,Province Orientale,
naturalEarth.3939,Logone Occidental|Chad,7/21/2014 16:51:28,V,Logone Occidental Region,Logone Occidental Region,Logone Occidental Prefecture,,12.26433336,Logone Occidental,,Logone-Occidental,Logone Occidental,Logone Occidental Region,
naturalEarth.733,Quindío|Colombia,7/21/2014 16:47:59,V,Quindío Department,Quindío Department,Deportes Quindío,,12.24530612,Quindío,,,Quindío,Quindio Department,
naturalEarth.978,Ad Daqahliyah|Egypt,7/21/2014 16:48:18,V,Dakahlia Governorate,Dakahlia Governorate,C-DAC Ahmedabad,Key worm eel,12.24515805,Ad Daqahliyah,,Al Daqahliyah|Dacahlia|Dagahlia|Dakahlieh|Dakahliya|Dakalieh|Daqalīya|Dakahlia|Dekahlia,Ad Daqahliyah,Muhafazat ad Daqahliyah,
naturalEarth.3251,Aimeliik|Palau,7/21/2014 16:50:42,V,Aimeliik,Aimeliik,State,The States,12.23462556,Aimeliik,,,Aimeliik,State of Aimeliik,
naturalEarth.3258,Ngaraard|Palau,7/21/2014 16:50:42,V,Ngaraard,Ngaraard,State,The States,12.23462556,Ngaraard,,,Ngaraard,State of Ngaraard,
naturalEarth.3262,Ngchesar|Palau,7/21/2014 16:50:42,V,Ngchesar,Ngchesar,State,The States,12.23462556,Ngchesar,,,Ngchesar,State of Ngchesar,
naturalEarth.3264,Ngiwal|Palau,7/21/2014 16:50:43,V,Ngiwal,Ngiwal,State,The States,12.23462556,Ngiwal,,,Ngiwal,State of Ngiwal,
naturalEarth.4555,Đà Nẵng|Vietnam,7/21/2014 16:52:02,V,Da Nang,Da Nang,SHB Da Nang F.C.,Da Nang International Airport,12.22509017,Đà Nẵng,,Da Nang City|Da Nang,Đà Nẵng,Thanh Pho Da Nang,Nam Trung Bộ
naturalEarth.3458,Mariy-El|Russia,7/21/2014 16:50:57,V,Mari El,Mari El,"Sovetsky, Mari El Republic",Mariy Chodra National Park,12.22312811,Mariy-El,Республика Марий Эл,Mari|Mari-El|Republic of Mari El|Mariyskaya A.S.S.R.|Respublika Mariy El,Mariy-El,Respublika Mariy-El,Volga
naturalEarth.1883,HaZafon|Israel,7/21/2014 16:49:21,V,Northern District (Israel),Northern District (Israel),Northern Command (United Kingdom),"Northern Province, Sri Lanka",12.21211842,HaZafon,,Northern,HaZafon,Northern District,
naturalEarth.3521,Gezira|Sudan,7/21/2014 16:51:05,V,Al Jazirah (state),Al Jazirah (state),Gezira Island,Gezira Sporting Club,12.20266664,Gezira,,Al Jazirah,Gezira,Al Jazirah State,Blue Nile
naturalEarth.308,Houet|Burkina Faso,7/21/2014 16:47:31,V,Houet Province,Houet Province,Communauté de communes du Carrefour des Quatre Provinces,Dus,12.18822659,Houet,,,Houet,Province du Houet,Hauts-Bassins
naturalEarth.331,Namentenga|Burkina Faso,7/21/2014 16:47:33,V,Namentenga Province,Namentenga Province,Communauté de communes du Carrefour des Quatre Provinces,Dus,12.18822659,Namentenga,,,Namentenga,Province du Namentenga,Centre-Nord
naturalEarth.323,Oubritenga|Burkina Faso,7/21/2014 16:47:32,V,Oubritenga Province,Oubritenga Province,The Province,Province,12.18425228,Oubritenga,,,Oubritenga,Province d' Oubritenga,Plateau-Central
naturalEarth.2783,Bayan-Ölgiy|Mongolia,7/21/2014 16:50:18,V,Bayan-Ölgii Province,Bayan-Ölgii Province,Bajan's list,Bajan Style,12.17567776,Bayan-Ölgiy,,Bajan-Ölgij|Bayan Ölögey|Bayan-Ulegei|Bayanulgee|Bayan-Ulgii|Bajan-Ulegei,Bayan-Ölgiy,Bayan-Olgiy Aymag,
naturalEarth.3942,Tandjilé|Chad,7/21/2014 16:51:28,V,Tandjilé Region,Tandjilé Region,Tandjilé Prefecture,Tandjilé,12.16933332,Tandjilé,,Tandjile,Tandjile,Tandjile Region,
naturalEarth.4497,Aragua|Venezuela,7/21/2014 16:51:59,V,Aragua,Aragua,Aragua FC,Aragua Municipality,12.16648019,Aragua,,,Aragua,Estado Aragua,
naturalEarth.332,Sanmatenga|Burkina Faso,7/21/2014 16:47:33,V,Sanmatenga Province,Sanmatenga Province,"Boussouma Department, Sanmatenga",Communauté de communes du Carrefour des Quatre Provinces,12.16539172,Sanmatenga,,,Sanmatenga,Province du Sanmatenga,Centre-Nord
naturalEarth.3481,Tuva|Russia,7/21/2014 16:51:01,V,Tuva,Tuva,Tuvan People's Republic,Men – Tyva Men,12.14963302,Tuva,Республика Тыва,Respublika Tyva|Republic of Tuva|Tyva|Tuvinskaya A.S.S.R.|Republic of Tyva,Tuva,Respublika Tyva,Siberian
naturalEarth.3261,Ngatpang|Palau,7/21/2014 16:50:42,V,Ngatpang,Ngatpang,Daewoo Ngatpang,State,12.14710105,Ngatpang,,,Ngatpang,State of Ngatpang,
naturalEarth.1956,Pesaro e Urbino|Italy,7/21/2014 16:49:29,V,Province of Pesaro and Urbino,Province of Pesaro and Urbino,Marca (newspaper),March (territory),12.1415872,Pesaro e Urbino,,Marches|Marca,Pesaro e Urbino,Provincia di Pesaro e Urbino,Marche
naturalEarth.2081,North Kazakhstan|Kazakhstan,7/21/2014 16:49:40,V,North Kazakhstan Province,North Kazakhstan Province,Yegemen Qazaqstan,Severo,12.1372,North Kazakhstan,,Severo-Kazakhstan|Soltustik Qazaqstan,North Kazakhstan,Severo-Kazakhstanskaya Oblast',
naturalEarth.3615,Mudug|Somalia,7/21/2014 16:51:10,V,Mudug,Mudug,Administrative divisions of Somalia,Ugh,12.1372,Mudug,,Madugh| Mudugh,Mudug,Gobolka Mudug,
naturalEarth.4233,Manyara|United Republic of Tanzania,7/21/2014 16:51:45,V,Manyara Region,Manyara Region,Lake Manyara Airport,Lake Manyara,12.13217394,Manyara,,,Manyara,Manyara Region,
naturalEarth.3252,Airai|Palau,7/21/2014 16:50:42,V,Airai,Airai,Christopher Airay,Henry Airay,12.12892467,Airai,,,Airai,State of Airai,
naturalEarth.314,Oudalan|Burkina Faso,7/21/2014 16:47:32,V,Oudalan Province,Oudalan Province,Ñuflo de Chávez Province,Ciego de Ávila Province,12.11117963,Oudalan,,,Oudalan,Province de l' Oudalan,Sahel
naturalEarth.2235,Nimba|Liberia,7/21/2014 16:49:50,V,Nimba County,Nimba County,Mount Richard-Molard,Nimba,12.08344823,Nimba,,,Nimba,Nimba County,
naturalEarth.1682,Borsod-Abaúj-Zemplén|Hungary,7/21/2014 16:49:06,V,Borsod-Abaúj-Zemplén County,Borsod-Abaúj-Zemplén County,Borsod County,Borsod Brewery,12.08166668,Borsod-Abaúj-Zemplén,,,Borsod-Abaúj-Zemplén,Borsod-Abauj-Zemplen megye,Northern Hungary
naturalEarth.1715,Jawa Barat|Indonesia,7/21/2014 16:49:08,V,West Java,West Java,Haidar Abdul-Jabar,Villains of Jasoosi Dunya,12.08166668,Jawa Barat,,Jabar,Jawa Barat,Provinsi Jawa Barat,
naturalEarth.327,Sissili|Burkina Faso,7/21/2014 16:47:32,V,Sissili Province,Sissili Province,Haute École de la Province de Liège,Religion in the United Provinces of the Río de la Plata,12.07869893,Sissili,,,Sissili,Province de la Sissili,Centre-Ouest
naturalEarth.175,Victoria|Australia,7/21/2014 16:47:26,V,Victoria (Australia),Victoria (Australia),"Victoria, British Columbia",Queen Victoria,12.07062205,Victoria,,,Victoria,State of Victoria,
naturalEarth.7,Jawzjan|Afghanistan,7/21/2014 16:47:11,V,Jowzjan Province,Jowzjan Province,Sheberghan,"Darzab, Jowzjan",12.06687618,Jawzjan,,Jaozjan|Jozjan|Juzjan|Jouzjan|Shibarghan,Jawzjan,Wilayat-e Jowzjan,
naturalEarth.3935,Batha|Chad,7/21/2014 16:51:28,V,Batha Region,Batha Region,Batha Prefecture,"Batha, Lebanon",12.06571433,Batha,,,Batha,Batha Region,
naturalEarth.396,North Abaco|The Bahamas,7/21/2014 16:47:38,V,North Abaco,North Abaco,Abaco,Abaco Air,12.06473491,North Abaco,,,North Abaco,North Abaco District,
naturalEarth.2983,Zuid-Holland|Netherlands,7/21/2014 16:50:29,V,South Holland,South Holland,Holland,"South Holland, Lincolnshire",12.0634534,Zuid-Holland,,Hollande-méridionale|South Holland,Zuid-Holland,Provincie Zuid-Holland,
naturalEarth.2152,North Jeolla|South Korea,7/21/2014 16:49:45,V,North Jeolla Province,North Jeolla Province,ISO 3166-2:KR,Politics of South Korea,12.06288145,North Jeolla,전라북도,Chollabuk-Do|Cholla-bukto|Jeonrabugdo|North Cholla|Zenra Hoku-do,Jeollabuk-do,Jeollabuk-do,
naturalEarth.311,Kossi|Burkina Faso,7/21/2014 16:47:32,V,Kossi Province,Kossi Province,Kossi,Haute École de la Province de Liège,12.05815811,Kossi,,,Kossi,Province de la Kossi,Boucle du Mouhoun
naturalEarth.2933,Taraba|Nigeria,7/21/2014 16:50:26,V,Taraba State,Taraba State,Taraba,Taraba F.C.,12.05650174,Taraba,,,Taraba,Taraba State,
naturalEarth.2147,North Chungcheong|South Korea,7/21/2014 16:49:44,V,North Chungcheong Province,North Chungcheong Province,ISO 3166-2:KR,Politics of South Korea,12.05622227,North Chungcheong,충청북도,Chungchongbuk-Do|Chungcheongbugdo|Ch'ungch'ong-bukto|Chusei Hoku-do|North Chungchong|Ch'ungch'ong-bukto,Chungcheongbuk-do,Chungcheongbuk-do,
naturalEarth.414,Rum Cay|The Bahamas,7/21/2014 16:47:38,V,Rum Cay,Rum Cay,San Salvador and Rum Cay,Si Ma Cai District,12.05459704,Rum Cay,,,Rum Cay,Rum Cay District,
naturalEarth.1220,Moyen-Ogooué|Gabon,7/21/2014 16:48:40,V,Moyen-Ogooué Province,Moyen-Ogooué Province,Musée national du Moyen Âge,Moyen,12.04657441,Moyen-Ogooué,,,Moyen-Ogooué,Province du Moyen-Ogooue,
naturalEarth.2218,North Lebanon|Lebanon,7/21/2014 16:49:49,V,North Governorate,North Governorate,Madinat ash Shamal,North Lebanon,12.04600002,North Lebanon,,Ash Shamal|Liban-Nord,North Lebanon,Mohafazat Liban-Nord,
naturalEarth.395,Grand Cay|The Bahamas,7/21/2014 16:47:38,V,Grand Cay,Grand Cay,Si Ma Cai District,Cai Lậy District,12.04568782,Grand Cay,,,Grand Cay,Grand Cay District,
naturalEarth.2455,Chaouia - Ouardigha|Morocco,7/21/2014 16:50:02,V,Chaouia-Ouardigha,Chaouia-Ouardigha,Khemisset Chaouia,US Chaouia,12.04468281,Chaouia - Ouardigha,,,,Chaouia-Ouardigha,
naturalEarth.1573,Alta Verapaz|Guatemala,7/21/2014 16:48:59,V,Alta Verapaz Department,Alta Verapaz Department,Departamento de Ciências Agrárias,Departamento de Oceanografia e Pescas,12.0446429,Alta Verapaz,,,Alta Verapaz,Departamento de Alta Verapaz,
naturalEarth.1218,Ogooué-Ivindo|Gabon,7/21/2014 16:48:40,V,Ogooué-Ivindo Province,Ogooué-Ivindo Province,Ivindo,Ñuflo de Chávez Province,12.04141288,Ogooué-Ivindo,,,Ogooué-Ivindo,Province de l' Ogooue-Ivindo,
naturalEarth.2194,Al Asimah|Kuwait,7/21/2014 16:49:48,V,Al Asimah Governorate (Kuwait),Al Asimah Governorate (Kuwait),Al Asimah,Muhafazat Zufar,12.03890317,Al Asimah,,"Capital, Kuwait",Al Asimah,Muhafazat al `Asimah,
naturalEarth.3845,Šentilj|Slovenia,7/21/2014 16:51:24,V,Municipality of Šentilj,Municipality of Šentilj,Botușel River,Vatra Moldoviței,12.03784232,Šentilj,,,,Obcina Sentilj,Podravska
naturalEarth.4540,Gia Lai|Vietnam,7/21/2014 16:52:01,V,Gia Lai Province,Gia Lai Province,Hoang Anh Gia Lai,Hoang Anh Gia Lai Group,12.03308353,Gia Lai,,Gia Lai,Gia Lai,Tinh Gia Lai,Nam Trung Bộ
naturalEarth.958,Morona Santiago|Ecuador,7/21/2014 16:48:16,V,Morona-Santiago Province,Morona-Santiago Province,Morona-Santiago tree frog,Provincia de El Bierzo,12.03219117,Morona Santiago,,,Morona Santiago,Provincia de Morona Santiago,
naturalEarth.2487,Calarasi|Moldova,7/21/2014 16:50:04,V,Călărași District,Călărași District,Gălăşeni,Tabăra,12.02786226,Calarasi,,,Calarasi,Raionul Calarasi,
naturalEarth.49,Cunene|Angola,7/21/2014 16:47:15,V,Cunene Province,Cunene Province,Cunene River,,12.02545456,Cunene,,,Cunene,Cunene Province,
naturalEarth.399,Moore's Island|The Bahamas,7/21/2014 16:47:38,V,Moore's Island,Moore's Island,Moore Island,Moor Island,12.0244613,Moore's Island,,,Moore's Island,Moore's Island District,
naturalEarth.1060,Harju|Estonia,7/21/2014 16:48:26,V,Harju County,Harju County,Harjumaa (ancient county),Harju,12.02346382,Harju,,Harjumaa|Harju maakond,Harju,Harjumaa,
naturalEarth.304,Atakora|Benin,7/21/2014 16:47:31,V,Atakora Department,Atakora Department,Lalawélé Atakora,Togo Mountains,12.02166672,Atakora,,,Atakora,Atakora Department,
